"","Freq","Rel.Freq"
"musa",2,0.229095074455899
"mycoflora",2,0.229095074455899
"mycorrhizae",2,0.229095074455899
"national",2,0.229095074455899
"native",2,0.229095074455899
"nd199",2,0.229095074455899
"negative",2,0.229095074455899
"neuroprotective",2,0.229095074455899
"niche",2,0.229095074455899
"nifh",2,0.229095074455899
"nigeria",2,0.229095074455899
"nitrite",2,0.229095074455899
"nutritional",2,0.229095074455899
"occurring",2,0.229095074455899
"odisha",2,0.229095074455899
"oilfield",2,0.229095074455899
"oleaginous",2,0.229095074455899
"optimized",2,0.229095074455899
"organisms",2,0.229095074455899
"oucmdz",2,0.229095074455899
"oxygen",2,0.229095074455899
"paddy",2,0.229095074455899
"paenibacillus",2,0.229095074455899
"pakistan",2,0.229095074455899
"pathways",2,0.229095074455899
"pattern",2,0.229095074455899
"peat",2,0.229095074455899
"phenol",2,0.229095074455899
"phenolic",2,0.229095074455899
"philippines",2,0.229095074455899
"phosphatase",2,0.229095074455899
"phragmites",2,0.229095074455899
"physical",2,0.229095074455899
"physico",2,0.229095074455899
"pigment",2,0.229095074455899
"planted",2,0.229095074455899
"pneumoniae",2,0.229095074455899
"polygalacturonase",2,0.229095074455899
"polyhydroxyalkanoate",2,0.229095074455899
"polymeric",2,0.229095074455899
"pond",2,0.229095074455899
"pradesh",2,0.229095074455899
"processes",2,0.229095074455899
"productivity",2,0.229095074455899
"promote",2,0.229095074455899
"propagules",2,0.229095074455899
"property",2,0.229095074455899
"protectants",2,0.229095074455899
"protection",2,0.229095074455899
"proteins",2,0.229095074455899
"protista",2,0.229095074455899
"pseudoalteromonas",2,0.229095074455899
"puerto",2,0.229095074455899
"pulp",2,0.229095074455899
"pupicidal",2,0.229095074455899
"purified",2,0.229095074455899
"qinglanensis",2,0.229095074455899
"qinzhouensis",2,0.229095074455899
"quality",2,0.229095074455899
"racemosa",2,0.229095074455899
"radiation",2,0.229095074455899
"range",2,0.229095074455899
"rapid",2,0.229095074455899
"reactive",2,0.229095074455899
"read",2,0.229095074455899
"reduce",2,0.229095074455899
"reductive",2,0.229095074455899
"reference",2,0.229095074455899
"relation",2,0.229095074455899
"relationship",2,0.229095074455899
"relationships",2,0.229095074455899
"report",2,0.229095074455899
"respiration",2,0.229095074455899
"rhizophoraceae",2,0.229095074455899
"rhizoremediation",2,0.229095074455899
"rhizosphaerae",2,0.229095074455899
"rhodococcus",2,0.229095074455899
"rio",2,0.229095074455899
"risk",2,0.229095074455899
"robertkochia",2,0.229095074455899
"rot",2,0.229095074455899
"rubrum",2,0.229095074455899
"saltwater",2,0.229095074455899
"sandy",2,0.229095074455899
"seawater",2,0.229095074455899
"seedling",2,0.229095074455899
"sensing",2,0.229095074455899
"showing",2,0.229095074455899
"sierra",2,0.229095074455899
"signatures",2,0.229095074455899
"silver",2,0.229095074455899
"simulated",2,0.229095074455899
"single",2,0.229095074455899
"situ",2,0.229095074455899
"sludge",2,0.229095074455899
"slurry",2,0.229095074455899
"sodium",2,0.229095074455899
"sorption",2,0.229095074455899
"spectrometry",2,0.229095074455899
"spores",2,0.229095074455899
"stable",2,0.229095074455899
"stages",2,0.229095074455899
"stand",2,0.229095074455899
"starch",2,0.229095074455899
"statin",2,0.229095074455899
"statistical",2,0.229095074455899
"status",2,0.229095074455899
"step",2,0.229095074455899
"stocks",2,0.229095074455899
"strategies",2,0.229095074455899
"strategy",2,0.229095074455899
"subsp",2,0.229095074455899
"substrates",2,0.229095074455899
"sugarcane",2,0.229095074455899
"sulfide",2,0.229095074455899
"sulphate",2,0.229095074455899
"survey",2,0.229095074455899
"surveys",2,0.229095074455899
"sustainable",2,0.229095074455899
"synthase",2,0.229095074455899
"targeted",2,0.229095074455899
"tauricus",2,0.229095074455899
"taxonomic",2,0.229095074455899
"terrestrial",2,0.229095074455899
"thai",2,0.229095074455899
"thermostable",2,0.229095074455899
"tomato",2,0.229095074455899
"total",2,0.229095074455899
"tree",2,0.229095074455899
"tuban",2,0.229095074455899
"type",2,0.229095074455899
"understanding",2,0.229095074455899
"unique",2,0.229095074455899
"unsaturated",2,0.229095074455899
"uv",2,0.229095074455899
"variables",2,0.229095074455899
"venezuela",2,0.229095074455899
"verrucosispora",2,0.229095074455899
"vertical",2,0.229095074455899
"vi",2,0.229095074455899
"vitmk1",2,0.229095074455899
"vjds",2,0.229095074455899
"vkf3",2,0.229095074455899
"waste",2,0.229095074455899
"wastes",2,0.229095074455899
"western",2,0.229095074455899
"xiamenensis",2,0.229095074455899
"yeasts",2,0.229095074455899
"yong",2,0.229095074455899
"yucatán",2,0.229095074455899
"zhangjiang",2,0.229095074455899
"zinc",2,0.229095074455899
"zn",2,0.229095074455899
"07",1,0.11454753722795
"102from",1,0.11454753722795
"110b",1,0.11454753722795
"12",1,0.11454753722795
"1210",1,0.11454753722795
"1215",1,0.11454753722795
"125",1,0.11454753722795
"137",1,0.11454753722795
"13c",1,0.11454753722795
"1492",1,0.11454753722795
"16888",1,0.11454753722795
"16j",1,0.11454753722795
"172205",1,0.11454753722795
"18",1,0.11454753722795
"1914",1,0.11454753722795
"1954",1,0.11454753722795
"1983",1,0.11454753722795
"1h",1,0.11454753722795
"1k",1,0.11454753722795
"2006",1,0.11454753722795
"209",1,0.11454753722795
"211726",1,0.11454753722795
"2222t",1,0.11454753722795
"23",1,0.11454753722795
"267",1,0.11454753722795
"26t",1,0.11454753722795
"37",1,0.11454753722795
"370",1,0.11454753722795
"3c3",1,0.11454753722795
"41400",1,0.11454753722795
"47",1,0.11454753722795
"48",1,0.11454753722795
"50",1,0.11454753722795
"67",1,0.11454753722795
"9",1,0.11454753722795
"a5",1,0.11454753722795
"abaco",1,0.11454753722795
"abandoned",1,0.11454753722795
"abatement",1,0.11454753722795
"abiotic",1,0.11454753722795
"abundances",1,0.11454753722795
"abundância",1,0.11454753722795
"abundant",1,0.11454753722795
"ac15",1,0.11454753722795
"acanthamoeba",1,0.11454753722795
"acanthi",1,0.11454753722795
"acanthiterrae",1,0.11454753722795
"accelerates",1,0.11454753722795
"acclimation",1,0.11454753722795
"acetonic",1,0.11454753722795
"acheh",1,0.11454753722795
"achlorophyllous",1,0.11454753722795
"achromobacter",1,0.11454753722795
"acides",1,0.11454753722795
"acidification",1,0.11454753722795
"acidophilic",1,0.11454753722795
"acinetobacter",1,0.11454753722795
"acquiring",1,0.11454753722795
"act2",1,0.11454753722795
"actinoallomurus",1,0.11454753722795
"actinomadura",1,0.11454753722795
"actinomycal",1,0.11454753722795
"actinomycetia",1,0.11454753722795
"acuta",1,0.11454753722795
"acuticoccus",1,0.11454753722795
"acyl",1,0.11454753722795
"adam",1,0.11454753722795
"additive",1,0.11454753722795
"adenylate",1,0.11454753722795
"adopted",1,0.11454753722795
"aeration",1,0.11454753722795
"affinity",1,0.11454753722795
"afforestation",1,0.11454753722795
"aft",1,0.11454753722795
"agallocha",1,0.11454753722795
"agarase",1,0.11454753722795
"agarolytic",1,0.11454753722795
"agentes",1,0.11454753722795
"agricultural",1,0.11454753722795
"aiah",1,0.11454753722795
"aiming",1,0.11454753722795
"aislamiento",1,0.11454753722795
"alba",1,0.11454753722795
"alginate",1,0.11454753722795
"algoriphagus",1,0.11454753722795
"alkalophilic",1,0.11454753722795
"allelopathic",1,0.11454753722795
"almacenes",1,0.11454753722795
"alpha",1,0.11454753722795
"alps",1,0.11454753722795
"alteration",1,0.11454753722795
"alternate",1,0.11454753722795
"alternative",1,0.11454753722795
"alterococcaeae",1,0.11454753722795
"aly1281",1,0.11454753722795
"ama49",1,0.11454753722795
"amaricoccus",1,0.11454753722795
"amazonia",1,0.11454753722795
"amc",1,0.11454753722795
"amenable",1,0.11454753722795
"americas",1,0.11454753722795
"aminobenzenesulfonate",1,0.11454753722795
"ammonification",1,0.11454753722795
"amphipolaria",1,0.11454753722795
"amylolytica",1,0.11454753722795
"anakan",1,0.11454753722795
"analog",1,0.11454753722795
"analogjbir",1,0.11454753722795
"analogue",1,0.11454753722795
"analogues",1,0.11454753722795
"anam",1,0.11454753722795
"anamorphic",1,0.11454753722795
"anatomically",1,0.11454753722795
"ancient",1,0.11454753722795
"andamans",1,0.11454753722795
"anhydrase",1,0.11454753722795
"annotation",1,0.11454753722795
"anode",1,0.11454753722795
"anopheles",1,0.11454753722795
"ant",1,0.11454753722795
"antagonists",1,0.11454753722795
"anthracene",1,0.11454753722795
"anthraquinones",1,0.11454753722795
"anticandida",1,0.11454753722795
"anticolon",1,0.11454753722795
"antifouling",1,0.11454753722795
"antimalarial",1,0.11454753722795
"antioxidans",1,0.11454753722795
"antioxidants",1,0.11454753722795
"antiparasitic",1,0.11454753722795
"antiplasmodial",1,0.11454753722795
"anukcjv1",1,0.11454753722795
"ao",1,0.11454753722795
"aoa",1,0.11454753722795
"aob",1,0.11454753722795
"aphanidermatum",1,0.11454753722795
"apoptosis",1,0.11454753722795
"applicative",1,0.11454753722795
"aqds",1,0.11454753722795
"aqs",1,0.11454753722795
"aqueous",1,0.11454753722795
"ar01",1,0.11454753722795
"archaealcommunity",1,0.11454753722795
"archive",1,0.11454753722795
"armação",1,0.11454753722795
"arresting",1,0.11454753722795
"arthroconidial",1,0.11454753722795
"artificial",1,0.11454753722795
"artificially",1,0.11454753722795
"arundinaceum",1,0.11454753722795
"aryabhattai",1,0.11454753722795
"arylsulfatase",1,0.11454753722795
"as4",1,0.11454753722795
"ascomycetes",1,0.11454753722795
"ascomycetous",1,0.11454753722795
"ascorbic",1,0.11454753722795
"asexual",1,0.11454753722795
"asian",1,0.11454753722795
"asociación",1,0.11454753722795
"asociadas",1,0.11454753722795
"asparaginase",1,0.11454753722795
"aspects",1,0.11454753722795
"aspergone",1,0.11454753722795
"aspulvinones",1,0.11454753722795
"assemblage",1,0.11454753722795
"assembled",1,0.11454753722795
"assembling",1,0.11454753722795
"assignments",1,0.11454753722795
"assimilating",1,0.11454753722795
"assisting",1,0.11454753722795
"associations",1,0.11454753722795
"assortment",1,0.11454753722795
"astrobiology",1,0.11454753722795
"astronyxis",1,0.11454753722795
"asy5",1,0.11454753722795
"atenuación",1,0.11454753722795
"atlântica",1,0.11454753722795
"atmosphere",1,0.11454753722795
"atp",1,0.11454753722795
"attenuation",1,0.11454753722795
"attributes",1,0.11454753722795
"aurantiaca",1,0.11454753722795
"aurantiacum",1,0.11454753722795
"aureobasidium",1,0.11454753722795
"aureus",1,0.11454753722795
"auris",1,0.11454753722795
"austria",1,0.11454753722795
"autochthonous",1,0.11454753722795
"autoclaved",1,0.11454753722795
"autotrophic",1,0.11454753722795
"avicenniaceae",1,0.11454753722795
"awamori",1,0.11454753722795
"azalomycins",1,0.11454753722795
"azo",1,0.11454753722795
"azospirillum",1,0.11454753722795
"azotobacters",1,0.11454753722795
"b16",1,0.11454753722795
"b471",1,0.11454753722795
"bacilli",1,0.11454753722795
"bacteriological",1,0.11454753722795
"bagasse",1,0.11454753722795
"bahamas",1,0.11454753722795
"balik",1,0.11454753722795
"banana",1,0.11454753722795
"banda",1,0.11454753722795
"barbarus",1,0.11454753722795
"barcoded",1,0.11454753722795
"barito",1,0.11454753722795
"barren",1,0.11454753722795
"bc",1,0.11454753722795
"bcrc",1,0.11454753722795
"behaviors",1,0.11454753722795
"behaviour",1,0.11454753722795
"belize",1,0.11454753722795
"belowground",1,0.11454753722795
"benthic",1,0.11454753722795
"benzofuranone",1,0.11454753722795
"berangan",1,0.11454753722795
"bertioga",1,0.11454753722795
"besar",1,0.11454753722795
"biases",1,0.11454753722795
"bilaiae",1,0.11454753722795
"binding",1,0.11454753722795
"bioassay",1,0.11454753722795
"bioaumentación",1,0.11454753722795
"biocides",1,0.11454753722795
"bioconversion",1,0.11454753722795
"biodegradability",1,0.11454753722795
"biodegradable",1,0.11454753722795
"bioemulsifier",1,0.11454753722795
"biofabrication",1,0.11454753722795
"biofertilizers",1,0.11454753722795
"biofilms",1,0.11454753722795
"biofuel",1,0.11454753722795
"biogeographical",1,0.11454753722795
"biogrout",1,0.11454753722795
"biohydrogen",1,0.11454753722795
"bioinformatic",1,0.11454753722795
"biomarker",1,0.11454753722795
"biomass",1,0.11454753722795
"biomedical",1,0.11454753722795
"biomnox",1,0.11454753722795
"bioplastics",1,0.11454753722795
"bioreactor",1,0.11454753722795
"biorremediación",1,0.11454753722795
"biosfera",1,0.11454753722795
"biosolubilization",1,0.11454753722795
"biostimulant",1,0.11454753722795
"biosurfactants",1,0.11454753722795
"biosynthesized",1,0.11454753722795
"biotechnologically",1,0.11454753722795
"biotechnology",1,0.11454753722795
"biotecnologia",1,0.11454753722795
"biotransformation",1,0.11454753722795
"bioturbation",1,0.11454753722795
"biphenyl",1,0.11454753722795
"bis",1,0.11454753722795
"bisphenol",1,0.11454753722795
"bistichella",1,0.11454753722795
"bleaching",1,0.11454753722795
"blume",1,0.11454753722795
"boat",1,0.11454753722795
"bolgoda",1,0.11454753722795
"boninense",1,0.11454753722795
"bordering",1,0.11454753722795
"boreal",1,0.11454753722795
"bormes",1,0.11454753722795
"borneo",1,0.11454753722795
"bosques",1,0.11454753722795
"boundary",1,0.11454753722795
"bpa",1,0.11454753722795
"bpoi",1,0.11454753722795
"bps",1,0.11454753722795
"br",1,0.11454753722795
"brachyuran",1,0.11454753722795
"brackish",1,0.11454753722795
"branch",1,0.11454753722795
"brasil",1,0.11454753722795
"brasileña",1,0.11454753722795
"brassica",1,0.11454753722795
"bris",1,0.11454753722795
"brmgv02",1,0.11454753722795
"broken",1,0.11454753722795
"brominated",1,0.11454753722795
"broodstock",1,0.11454753722795
"brucella",1,0.11454753722795
"bruguiera",1,0.11454753722795
"bsc",1,0.11454753722795
"buch",1,0.11454753722795
"budget",1,0.11454753722795
"bulk",1,0.11454753722795
"bunker",1,0.11454753722795
"burman",1,0.11454753722795
"burrows",1,0.11454753722795
"búzios",1,0.11454753722795
"byrsina",1,0.11454753722795
"cacaoi",1,0.11454753722795
"caeni",1,0.11454753722795
"caeté",1,0.11454753722795
"cake",1,0.11454753722795
"caldimonas",1,0.11454753722795
"caledonia",1,0.11454753722795
"calimere",1,0.11454753722795
"camaldulensis",1,0.11454753722795
"camemberti",1,0.11454753722795
"capabilities",1,0.11454753722795
"capability",1,0.11454753722795
"carbonic",1,0.11454753722795
"cariogenic",1,0.11454753722795
"carrageenase",1,0.11454753722795
"carrageenovora",1,0.11454753722795
"carrier",1,0.11454753722795
"carry",1,0.11454753722795
"carrying",1,0.11454753722795
"caspia",1,0.11454753722795
"cassava",1,0.11454753722795
"cataloguing",1,0.11454753722795
"catalyzed",1,0.11454753722795
"causing",1,0.11454753722795
"cavendish",1,0.11454753722795
"cays",1,0.11454753722795
"ccb",1,0.11454753722795
"cel5a",1,0.11454753722795
"celeribacter",1,0.11454753722795
"cells",1,0.11454753722795
"cellulases",1,0.11454753722795
"cellulomonadaceae",1,0.11454753722795
"cellulosae",1,0.11454753722795
"cellulose",1,0.11454753722795
"central",1,0.11454753722795
"cerasicoccaeae",1,0.11454753722795
"cereal",1,0.11454753722795
"cerus",1,0.11454753722795
"ch4",1,0.11454753722795
"changing",1,0.11454753722795
"channel",1,0.11454753722795
"chanthaburiensis",1,0.11454753722795
"characteristic",1,0.11454753722795
"characterizations",1,0.11454753722795
"characterize",1,0.11454753722795
"characterized",1,0.11454753722795
"charge",1,0.11454753722795
"checklist",1,0.11454753722795
"chelating",1,0.11454753722795
"chemicals",1,0.11454753722795
"chemotaxis",1,0.11454753722795
"chit",1,0.11454753722795
"chitinases",1,0.11454753722795
"chitinolytic",1,0.11454753722795
"chloride",1,0.11454753722795
"cholerae",1,0.11454753722795
"chorao",1,0.11454753722795
"chromanone",1,0.11454753722795
"chromate",1,0.11454753722795
"chromatography",1,0.11454753722795
"chrome",1,0.11454753722795
"chronic",1,0.11454753722795
"chronosequence",1,0.11454753722795
"circinelloides",1,0.11454753722795
"cis",1,0.11454753722795
"cl16",1,0.11454753722795
"classic",1,0.11454753722795
"clayey",1,0.11454753722795
"clones",1,0.11454753722795
"closed",1,0.11454753722795
"cluster",1,0.11454753722795
"cmaa",1,0.11454753722795
"coarctata",1,0.11454753722795
"coastline",1,0.11454753722795
"coasts",1,0.11454753722795
"cobamide",1,0.11454753722795
"coconut",1,0.11454753722795
"coelicoflavus",1,0.11454753722795
"colonies",1,0.11454753722795
"colonizado",1,0.11454753722795
"colonize",1,0.11454753722795
"colonized",1,0.11454753722795
"colonosanans",1,0.11454753722795
"combat",1,0.11454753722795
"combats",1,0.11454753722795
"combination",1,0.11454753722795
"combinatorial",1,0.11454753722795
"combined",1,0.11454753722795
"common",1,0.11454753722795
"communication",1,0.11454753722795
"compared",1,0.11454753722795
"competitor",1,0.11454753722795
"complete",1,0.11454753722795
"complex",1,0.11454753722795
"composição",1,0.11454753722795
"compositional",1,0.11454753722795
"comprehensive",1,0.11454753722795
"concentration",1,0.11454753722795
"configuration",1,0.11454753722795
"confocal",1,0.11454753722795
"consequences",1,0.11454753722795
"conservation",1,0.11454753722795
"consortia",1,0.11454753722795
"constituent",1,0.11454753722795
"constitutes",1,0.11454753722795
"contaminación",1,0.11454753722795
"contaminado",1,0.11454753722795
"contaminant",1,0.11454753722795
"contaminations",1,0.11454753722795
"contents",1,0.11454753722795
"context",1,0.11454753722795
"continental",1,0.11454753722795
"continuously",1,0.11454753722795
"continuum",1,0.11454753722795
"contrast",1,0.11454753722795
"contributes",1,0.11454753722795
"contributions",1,0.11454753722795
"controlling",1,0.11454753722795
"copolymers",1,0.11454753722795
"coral",1,0.11454753722795
"coraliomargarita",1,0.11454753722795
"coraliomargaritaceae",1,0.11454753722795
"corangi",1,0.11454753722795
"cordgrass",1,0.11454753722795
"coriolopsis",1,0.11454753722795
"correlated",1,0.11454753722795
"correlation",1,0.11454753722795
"cosmid",1,0.11454753722795
"cost",1,0.11454753722795
"costa",1,0.11454753722795
"costal",1,0.11454753722795
"coupled",1,0.11454753722795
"coupling",1,0.11454753722795
"cow",1,0.11454753722795
"cr1",1,0.11454753722795
"create",1,0.11454753722795
"crónica",1,0.11454753722795
"cronobacter",1,0.11454753722795
"crops",1,0.11454753722795
"cs",1,0.11454753722795
"cuantificación",1,0.11454753722795
"cucumber",1,0.11454753722795
"culex",1,0.11454753722795
"culicidae",1,0.11454753722795
"cultivable",1,0.11454753722795
"cultures",1,0.11454753722795
"cv",1,0.11454753722795
"cyanobacterial",1,0.11454753722795
"cycle",1,0.11454753722795
"cyclizidine",1,0.11454753722795
"cyclo",1,0.11454753722795
"cyclohexene",1,0.11454753722795
"cyclotella",1,0.11454753722795
"cyp102",1,0.11454753722795
"cysteine",1,0.11454753722795
"cystiformans",1,0.11454753722795
"cytochrome",1,0.11454753722795
"dai",1,0.11454753722795
"damages",1,0.11454753722795
"damping",1,0.11454753722795
"danaeifolium",1,0.11454753722795
"dark",1,0.11454753722795
"data",1,0.11454753722795
"database",1,0.11454753722795
"dddp",1,0.11454753722795
"de2sh",1,0.11454753722795
"deacetylase",1,0.11454753722795
"debromination",1,0.11454753722795
"decandra",1,0.11454753722795
"decayed",1,0.11454753722795
"dechlorinating",1,0.11454753722795
"decolorization",1,0.11454753722795
"decolorizers",1,0.11454753722795
"decomposers",1,0.11454753722795
"decreases",1,0.11454753722795
"degraded",1,0.11454753722795
"dehalogenases",1,0.11454753722795
"dehalogenating",1,0.11454753722795
"dehp",1,0.11454753722795
"dehydrogenase",1,0.11454753722795
"delivered",1,0.11454753722795
"demequina",1,0.11454753722795
"denitrifying",1,0.11454753722795
"densities",1,0.11454753722795
"density",1,0.11454753722795
"dependence",1,0.11454753722795
"depolymerization",1,0.11454753722795
"depolymerizing",1,0.11454753722795
"desert",1,0.11454753722795
"después",1,0.11454753722795
"destabilizes",1,0.11454753722795
"detected",1,0.11454753722795
"detecting",1,0.11454753722795
"detection",1,0.11454753722795
"detergent",1,0.11454753722795
"deteriorates",1,0.11454753722795
"determinant",1,0.11454753722795
"determinantes",1,0.11454753722795
"determinants",1,0.11454753722795
"determines",1,0.11454753722795
"detoxification",1,0.11454753722795
"detrital",1,0.11454753722795
"dgge",1,0.11454753722795
"dh",1,0.11454753722795
"dhulibhashani",1,0.11454753722795
"dichloroethene",1,0.11454753722795
"dietary",1,0.11454753722795
"differ",1,0.11454753722795
"differentially",1,0.11454753722795
"diketopiperazines",1,0.11454753722795
"dilution",1,0.11454753722795
"dimethyl",1,0.11454753722795
"dimethylethyl",1,0.11454753722795
"dimethylsulfoniopropionate",1,0.11454753722795
"dinitrogen",1,0.11454753722795
"dione",1,0.11454753722795
"dióxido",1,0.11454753722795
"dioxygenases",1,0.11454753722795
"diptera",1,0.11454753722795
"discharge",1,0.11454753722795
"discovering",1,0.11454753722795
"diseases",1,0.11454753722795
"dissimilatory",1,0.11454753722795
"dissipation",1,0.11454753722795
"dissolved",1,0.11454753722795
"distance",1,0.11454753722795
"distichlis",1,0.11454753722795
"distinctive",1,0.11454753722795
"distribuição",1,0.11454753722795
"distributions",1,0.11454753722795
"disturbances",1,0.11454753722795
"disturbed",1,0.11454753722795
"diterpenoids",1,0.11454753722795
"divergent",1,0.11454753722795
"diversities",1,0.11454753722795
"dnra",1,0.11454753722795
"docking",1,0.11454753722795
"dodecane",1,0.11454753722795
"domibacillus",1,0.11454753722795
"dominados",1,0.11454753722795
"dongzhai",1,0.11454753722795
"dorani",1,0.11454753722795
"downstream",1,0.11454753722795
"dredging",1,0.11454753722795
"drilling",1,0.11454753722795
"drives",1,0.11454753722795
"du",1,0.11454753722795
"dual",1,0.11454753722795
"dumort",1,0.11454753722795
"dumping",1,0.11454753722795
"dung",1,0.11454753722795
"dwarf",1,0.11454753722795
"dwelling",1,0.11454753722795
"dye",1,0.11454753722795
"dyes",1,0.11454753722795
"dynamic",1,0.11454753722795
"dyps",1,0.11454753722795
"e2",1,0.11454753722795
"e33",1,0.11454753722795
"eaterase",1,0.11454753722795
"echinoid",1,0.11454753722795
"ecoenzyme",1,0.11454753722795
"economy",1,0.11454753722795
"ecophysiological",1,0.11454753722795
"ectoine",1,0.11454753722795
"ectomycorrhizal",1,0.11454753722795
"ee2",1,0.11454753722795
"eeco",1,0.11454753722795
"efficiencies",1,0.11454753722795
"efficient",1,0.11454753722795
"effluent",1,0.11454753722795
"egs",1,0.11454753722795
"egs9",1,0.11454753722795
"eicchornia",1,0.11454753722795
"eichhornia",1,0.11454753722795
"el",1,0.11454753722795
"electrokinetic",1,0.11454753722795
"electron",1,0.11454753722795
"elementar",1,0.11454753722795
"elena",1,0.11454753722795
"elevated",1,0.11454753722795
"elevation",1,0.11454753722795
"elicit",1,0.11454753722795
"elucidate",1,0.11454753722795
"elucidating",1,0.11454753722795
"emerging",1,0.11454753722795
"emisiones",1,0.11454753722795
"emission",1,0.11454753722795
"emphasis",1,0.11454753722795
"emplazado",1,0.11454753722795
"encapsulation",1,0.11454753722795
"endemic",1,0.11454753722795
"endogenous",1,0.11454753722795
"endoglucanase",1,0.11454753722795
"endophytica",1,0.11454753722795
"engine",1,0.11454753722795
"enhancement",1,0.11454753722795
"enhances",1,0.11454753722795
"enterobacter",1,0.11454753722795
"enteromorpha",1,0.11454753722795
"enterotoxin",1,0.11454753722795
"entomopathogenic",1,0.11454753722795
"enzymatic",1,0.11454753722795
"eocene",1,0.11454753722795
"epibenthos",1,0.11454753722795
"epiphyticus",1,0.11454753722795
"epoxide",1,0.11454753722795
"equatorial",1,0.11454753722795
"equiseti",1,0.11454753722795
"ergosterol",1,0.11454753722795
"eroding",1,0.11454753722795
"erythrobacter",1,0.11454753722795
"esporos",1,0.11454753722795
"establishment",1,0.11454753722795
"estado",1,0.11454753722795
"estáveis",1,0.11454753722795
"ester",1,0.11454753722795
"esterification",1,0.11454753722795
"estimation",1,0.11454753722795
"estirpe",1,0.11454753722795
"estratos",1,0.11454753722795
"estuaire",1,0.11454753722795
"ethene",1,0.11454753722795
"ethno",1,0.11454753722795
"ethyl",1,0.11454753722795
"ethylhexyl",1,0.11454753722795
"eucalyptus",1,0.11454753722795
"eudesmane",1,0.11454753722795
"eudesmanes",1,0.11454753722795
"eudesmanolides",1,0.11454753722795
"eukaryotic",1,0.11454753722795
"eutypella",1,0.11454753722795
"everglades",1,0.11454753722795
"evidences",1,0.11454753722795
"examination",1,0.11454753722795
"excels",1,0.11454753722795
"excoecaria",1,0.11454753722795
"exhibits",1,0.11454753722795
"exiguobacterium",1,0.11454753722795
"exoelectrogens",1,0.11454753722795
"exoenzyme",1,0.11454753722795
"exogenous",1,0.11454753722795
"exopolymer",1,0.11454753722795
"exopolysaccharides",1,0.11454753722795
"experimental",1,0.11454753722795
"experiments",1,0.11454753722795
"exploitation",1,0.11454753722795
"exploring",1,0.11454753722795
"extent",1,0.11454753722795
"external",1,0.11454753722795
"extract",1,0.11454753722795
"extreme",1,0.11454753722795
"extremo",1,0.11454753722795
"extremophiles",1,0.11454753722795
"f3a",1,0.11454753722795
"f4aand",1,0.11454753722795
"f5a",1,0.11454753722795
"facilitate",1,0.11454753722795
"falls",1,0.11454753722795
"falsibacillus",1,0.11454753722795
"fam",1,0.11454753722795
"families",1,0.11454753722795
"faprotax",1,0.11454753722795
"farming",1,0.11454753722795
"fbt1",1,0.11454753722795
"fe3",1,0.11454753722795
"feejeensis",1,0.11454753722795
"ferradura",1,0.11454753722795
"ferralitized",1,0.11454753722795
"ferrugineus",1,0.11454753722795
"fields",1,0.11454753722795
"filamentous",1,0.11454753722795
"film",1,0.11454753722795
"finding",1,0.11454753722795
"fine",1,0.11454753722795
"fipronil",1,0.11454753722795
"fisch",1,0.11454753722795
"fischeri",1,0.11454753722795
"fish",1,0.11454753722795
"flats",1,0.11454753722795
"flexa",1,0.11454753722795
"floc",1,0.11454753722795
"flocculent",1,0.11454753722795
"flooded",1,0.11454753722795
"floor",1,0.11454753722795
"flora",1,0.11454753722795
"fluid",1,0.11454753722795
"flujos",1,0.11454753722795
"fluorochrome",1,0.11454753722795
"flux",1,0.11454753722795
"foissner",1,0.11454753722795
"fold",1,0.11454753722795
"folhas",1,0.11454753722795
"fomes",1,0.11454753722795
"foodpreferenceontelescopiumtelescopium",1,0.11454753722795
"forel",1,0.11454753722795
"formicidae",1,0.11454753722795
"forming",1,0.11454753722795
"formula",1,0.11454753722795
"forsk",1,0.11454753722795
"fosmid",1,0.11454753722795
"fractions",1,0.11454753722795
"free",1,0.11454753722795
"freeze",1,0.11454753722795
"french",1,0.11454753722795
"frequencies",1,0.11454753722795
"frequency",1,0.11454753722795
"fresh",1,0.11454753722795
"fringed",1,0.11454753722795
"frutificações",1,0.11454753722795
"frutifications",1,0.11454753722795
"fuel",1,0.11454753722795
"functionality",1,0.11454753722795
"fungos",1,0.11454753722795
"g21",1,0.11454753722795
"gammaproteobacteria",1,0.11454753722795
"gammaproteobacterium",1,0.11454753722795
"gang",1,0.11454753722795
"ganges",1,0.11454753722795
"ganoderma",1,0.11454753722795
"gases",1,0.11454753722795
"gastropoda",1,0.11454753722795
"gelatin",1,0.11454753722795
"gelatinase",1,0.11454753722795
"genera",1,0.11454753722795
"genomes",1,0.11454753722795
"genotypic",1,0.11454753722795
"geochemical",1,0.11454753722795
"geochip",1,0.11454753722795
"georges",1,0.11454753722795
"geosmins",1,0.11454753722795
"ghanaian",1,0.11454753722795
"gimibacter",1,0.11454753722795
"gio",1,0.11454753722795
"global",1,0.11454753722795
"glucanase",1,0.11454753722795
"glucose",1,0.11454753722795
"glutamic",1,0.11454753722795
"glutamicibacter",1,0.11454753722795
"glutamyltranspeptidase",1,0.11454753722795
"glycerol",1,0.11454753722795
"glycopeptide",1,0.11454753722795
"glycoside",1,0.11454753722795
"glycosyl",1,0.11454753722795
"gobiidae",1,0.11454753722795
"godavari",1,0.11454753722795
"gordonia",1,0.11454753722795
"gorontalo",1,0.11454753722795
